COLLECTION_DATE,REVENUE_HEAD_ID,REVENUE_DESC,COLLECTION_AMOUNT
2024-01-12,11561,कृषिसुधार शुल्क,4322086
2024-01-12,11562,भंसारसम्बन्धी अन्य आय,325000
2024-01-12,14152,क्यासिनोबाटप्राप्त रोयल्टी,12000000
2024-01-12,14159,अन्यस्रोतबाट प्राप्त बाँडफाँड नहुने रोयल्टी,22593806
2024-01-12,14194,वैदेशिक रोजगार सेवा शुल्क,18180
2024-01-12,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,23149
2024-01-12,14213,अन्यविक्रीबाट प्राप्त रकम,27380
2024-01-12,14214,दूरसंचार सेवा शुल्क,314105
2024-01-12,14219,अन्यसेवा शुल्क तथा विक्री,6850
2024-01-12,14221,न्यायिकदस्तूर,9970
2024-01-12,14222,हुलाकसेवा शुल्क,17000
2024-01-12,14223,शिक्षाक्षेत्रको आम्दानी,1000
2024-01-12,14224,परीक्षाशुल्क,2229640
2024-01-12,14225,यातायातक्षेत्रको आम्दानी,526610
2024-01-12,14226,आयातनिर्यात इजाजत पत्र दस्तूर,98700
2024-01-12,14227,राहदानीशुल्क,3605501
2024-01-12,14228,भिसाशुल्क,5748102
2024-01-12,14229,अन्यप्रशासनिक सेवा शुल्क,1559301
2024-01-12,14251,कम्पनी रजिष्ट्रेशन दस्तुर,87300
2024-01-12,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,86700
2024-01-12,14254,रेडियो/ एफ.एम.सञ्चालन दस्तुर,86517
2024-01-12,14255,टेलिभिजन सञ्चालन दस्तुर,4206655
2024-01-12,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",3174660
2024-01-12,14264,वन क्षेत्रको  अन्य आय,29090
2024-01-12,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",2326000
2024-01-12,14521,प्रदुषणनियन्त्रण शुल्क,3036
2024-01-12,14529,अन्यराजस्व,106755
2024-01-12,15111,बेरूजू,859120
2024-01-12,33311,मू. अ. कर–उत्पादन,27129383
2024-01-12,33312,मू. अ. कर-आयात,118888123
2024-01-12,33313,मू. अ. कर -वस्तु बिक्री र वितरण,63132883
2024-01-12,33314,मू. अ. कर -परामर्श तथा ठेक्का,89553968
2024-01-12,33315,मू. अ. कर -पर्यटन सेवा संकलन,4312917
2024-01-12,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",35235292
2024-01-12,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,31908281
2024-01-12,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,5902500
2024-01-12,33332,अन्त:शुल्क –मदिरा,65020241
2024-01-12,33333,अन्त:शुल्क –बियर,5463690
2024-01-12,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,22051845
2024-01-12,33341,सवारीसाधन कर ,9959864
2024-01-12,33364,विद्युत सम्बन्धी रोयल्टी,22100000
2024-01-13,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,315134495
2024-01-13,11112,पारिश्रमिककर,105165321
2024-01-13,11113,पूँजीगतलाभ कर,292300
2024-01-13,11115,आकस्मिक लाभ कर,79322
2024-01-13,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,469854144
2024-01-13,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,969662602
2024-01-13,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,765786812
2024-01-13,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,113368622
2024-01-13,11125,पूँजीगतलाभ कर - निकाय,132652
2024-01-13,11126,आकस्मिक लाभ कर,15580
2024-01-13,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",18640623
2024-01-13,11132,व्याजमालाग्ने कर,13038831
2024-01-13,11133,लाभांशमालाग्ने कर,21508286
2024-01-13,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,2171
2024-01-13,11139,अन्यआयमा लाग्ने कर,2156829
2024-01-13,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,86863187
2024-01-13,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,67872
2024-01-13,11422,अन्त:शुल्क आयात,292593
2024-01-13,11423,स्वास्थ जोखिम कर स्वदेशि उत्पादन,720000
2024-01-13,11443,शिक्षा सेवा कर- शैक्षिक संस्था,9000
2024-01-13,11511,भंसार महसुल - आयात,4711267
2024-01-13,11522,निर्यातसेवा शुल्क,1500
2024-01-13,11561,कृषिसुधार शुल्क,1528824
2024-01-13,11562,भंसारसम्बन्धी अन्य आय,43000
2024-01-13,14152,क्यासिनोबाटप्राप्त रोयल्टी,20000000
2024-01-13,14159,अन्यस्रोतबाट प्राप्त बाँडफाँड नहुने रोयल्टी,49640
2024-01-13,14194,वैदेशिक रोजगार सेवा शुल्क,1200
2024-01-13,14219,अन्यसेवा शुल्क तथा विक्री,21355
2024-01-13,14224,परीक्षाशुल्क,1525010
2024-01-13,14226,आयातनिर्यात इजाजत पत्र दस्तूर,63200
2024-01-13,14227,राहदानीशुल्क,288500
2024-01-13,14228,भिसाशुल्क,5995129
2024-01-13,14229,अन्यप्रशासनिक सेवा शुल्क,599478
2024-01-13,14251,कम्पनी रजिष्ट्रेशन दस्तुर,221200
2024-01-13,14254,रेडियो/ एफ.एम.सञ्चालन दस्तुर,12312
2024-01-13,14255,टेलिभिजन सञ्चालन दस्तुर,8031825
2024-01-13,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",6500
2024-01-13,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",1286765
2024-01-13,15111,बेरूजू,728994
2024-01-13,33311,मू. अ. कर–उत्पादन,1358777
2024-01-13,33312,मू. अ. कर-आयात,6346189
2024-01-13,33313,मू. अ. कर -वस्तु बिक्री र वितरण,33241148
2024-01-13,33314,मू. अ. कर -परामर्श तथा ठेक्का,113313102
2024-01-13,33315,मू. अ. कर -पर्यटन सेवा संकलन,5523009
2024-01-13,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",38507157
2024-01-13,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,9501932
2024-01-13,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,10388250
2024-01-13,33332,अन्त:शुल्क –मदिरा,25685899
2024-01-13,33333,अन्त:शुल्क –बियर,18204143
2024-01-14,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,577892361
2024-01-14,11112,पारिश्रमिककर,449060138
2024-01-14,11113,पूँजीगतलाभ कर,46706841
2024-01-14,11115,आकस्मिक लाभ कर,993411
2024-01-14,11119,एकलौटी व्यवसायको आयमा लाग्ने कर,4444
2024-01-14,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,1389173000
2024-01-14,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,6814206235
2024-01-14,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,3715826985
2024-01-14,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,516729606
2024-01-14,11125,पूँजीगतलाभ कर - निकाय,3343312
2024-01-14,11126,आकस्मिक लाभ कर,131482
2024-01-14,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",42888976
2024-01-14,11132,व्याजमालाग्ने कर,162311453
2024-01-14,11133,लाभांशमालाग्ने कर,50182791
2024-01-14,11139,अन्यआयमा लाग्ने कर,6074941
2024-01-14,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,167005278
2024-01-14,11315,बाँडफाँडबाट प्राप्त हुने घरजग्गा रजिष्टेशन दस्तुर,40648193
2024-01-14,11412,विलासिता शुल्क,1332424
2024-01-14,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,129373
2024-01-14,11422,अन्त:शुल्क आयात,143911446
2024-01-14,11423,स्वास्थ जोखिम कर स्वदेशि उत्पादन,62586960
2024-01-14,11424,स्वास्थ जोखिम कर बैदेशिक उत्पादन,383400
2024-01-14,11452,बस्तुको उपयोग तथा  उपयोगको अनुमतिमा लाग्ने अन्य कर,6857035
2024-01-14,11453,सडकमर्मत तथा सुधार दस्तुर,117821566
2024-01-14,11454,सडकनिर्माण तथा सम्भार दस्तुर,8578728
2024-01-14,11455,पूर्वाधारकर,529600000
2024-01-14,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,815103
2024-01-14,11472,बाँडफाँडबाट प्राप्त हुने विज्ञापनकर,529600
2024-01-14,11511,भंसार महसुल - आयात,1437639421
2024-01-14,11521,भंसार महसुल -निर्यात,1331960
2024-01-14,11522,निर्यातसेवा शुल्क,40026
2024-01-14,11561,कृषिसुधार शुल्क,39635959
2024-01-14,11562,भंसारसम्बन्धी अन्य आय,10660215
2024-01-14,11611,व्यवसायले भुक्तानी गर्ने,1600
2024-01-14,11691,अन्यकर,300
2024-01-14,14111,वित्तीयनिकायबाट प्राप्त ब्याज,37933780
2024-01-14,14121,वित्तीयनिकायबाट प्राप्त लाभांश,6009842013
2024-01-14,14124,सेवामुलकनिकायबाट प्राप्त लाभांश,1500000000
2024-01-14,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,1650574
2024-01-14,14152,क्यासिनोबाटप्राप्त रोयल्टी,11000000
2024-01-14,14159,अन्यस्रोतबाट प्राप्त बाँडफाँड नहुने रोयल्टी,1446254408
2024-01-14,14191,पर्यटन शुल्क,32844
2024-01-14,14192,पदयात्रा शुल्क,133400
2024-01-14,14193,वैदेशिक पर्यटन शुक,218362
2024-01-14,14194,वैदेशिक रोजगार सेवा शुल्क,9390
2024-01-14,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,1618292
2024-01-14,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,1607310
2024-01-14,14213,अन्यविक्रीबाट प्राप्त रकम,1342934
2024-01-14,14217,नहर तथा कुलो उपयोग वापतको शुल्क,186987
2024-01-14,14219,अन्यसेवा शुल्क तथा विक्री,335395
2024-01-14,14221,न्यायिकदस्तूर,5413759
2024-01-14,14222,हुलाकसेवा शुल्क,3602069
2024-01-14,14223,शिक्षाक्षेत्रको आम्दानी,418765
2024-01-14,14224,परीक्षाशुल्क,6571040
2024-01-14,14225,यातायातक्षेत्रको आम्दानी,6230600
2024-01-14,14226,आयातनिर्यात इजाजत पत्र दस्तूर,478700
2024-01-14,14227,राहदानीशुल्क,30718510
2024-01-14,14228,भिसाशुल्क,10056797
2024-01-14,14229,अन्यप्रशासनिक सेवा शुल्क,287640919
2024-01-14,14251,कम्पनी रजिष्ट्रेशन दस्तुर,3210310
2024-01-14,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,4950
2024-01-14,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,3089435
2024-01-14,14254,रेडियो/ एफ.एम.सञ्चालन दस्तुर,3354305
2024-01-14,14255,टेलिभिजन सञ्चालन दस्तुर,13259689
2024-01-14,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",23029975
2024-01-14,14257,हातहतियारको इजाजतपत्र दस्तूर,73600
2024-01-14,14264,वन क्षेत्रको  अन्य आय,229842
2024-01-14,14265,अन्य क्षेत्रको आय,97447
2024-01-14,14311,"न्यायिकदण्ड,जरिवाना र जफत",221780
2024-01-14,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",24160693
2024-01-14,14313,धरौटी सदरस्याहा,2065300
2024-01-14,14521,प्रदुषणनियन्त्रण शुल्क,29940
2024-01-14,14529,अन्यराजस्व,1988365
2024-01-14,15111,बेरूजू,8280463
2024-01-14,15112,निकासा फिर्ता,138458
2024-01-14,33311,मू. अ. कर–उत्पादन,15620727
2024-01-14,33312,मू. अ. कर-आयात,1619685724
2024-01-14,33313,मू. अ. कर -वस्तु बिक्री र वितरण,75880941
2024-01-14,33314,मू. अ. कर -परामर्श तथा ठेक्का,201442720
2024-01-14,33315,मू. अ. कर -पर्यटन सेवा संकलन,16237787
2024-01-14,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",3448065
2024-01-14,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,35442241
2024-01-14,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,288272336
2024-01-14,33332,अन्त:शुल्क –मदिरा,169817135
2024-01-14,33333,अन्त:शुल्क –बियर,208962000
2024-01-14,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,58875443
2024-01-14,33341,सवारीसाधन कर ,92769297
2024-01-14,33361,वन क्षेत्रको रोयल्टी,4544611
2024-01-14,33362,खानी तथा खनिज सम्बन्धी रोयल्टी,200000
2024-01-14,33391,अन्य बाँडफाँड हुने राजस्व संकलन,439809
2024-01-15,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,20135212
2024-01-15,11112,पारिश्रमिककर,6712535
2024-01-15,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,3961
2024-01-15,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,10113
2024-01-15,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,26757270
2024-01-15,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,11635839
2024-01-15,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",984470
2024-01-15,11132,व्याजमालाग्ने कर,1575929
2024-01-15,11133,लाभांशमालाग्ने कर,650094
2024-01-15,11139,अन्यआयमा लाग्ने कर,146121
2024-01-15,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,9012437
2024-01-15,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,12418
2024-01-15,11422,अन्त:शुल्क आयात,4732771
2024-01-15,11511,भंसार महसुल - आयात,43735515
2024-01-15,11522,निर्यातसेवा शुल्क,1800
2024-01-15,11561,कृषिसुधार शुल्क,2097448
2024-01-15,11562,भंसारसम्बन्धी अन्य आय,108000
2024-01-15,14213,अन्यविक्रीबाट प्राप्त रकम,5200
2024-01-15,14219,अन्यसेवा शुल्क तथा विक्री,3930
2024-01-15,14222,हुलाकसेवा शुल्क,12260
2024-01-15,14224,परीक्षाशुल्क,1775350
2024-01-15,14225,यातायातक्षेत्रको आम्दानी,359790
2024-01-15,14226,आयातनिर्यात इजाजत पत्र दस्तूर,211100
2024-01-15,14227,राहदानीशुल्क,2175500
2024-01-15,14228,भिसाशुल्क,6145788
2024-01-15,14229,अन्यप्रशासनिक सेवा शुल्क,754300
2024-01-15,14251,कम्पनी रजिष्ट्रेशन दस्तुर,258400
2024-01-15,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,3200
2024-01-15,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",919786
2024-01-15,14264,वन क्षेत्रको  अन्य आय,13370
2024-01-15,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",1186500
2024-01-15,15111,बेरूजू,705185
2024-01-15,33311,मू. अ. कर–उत्पादन,14902
2024-01-15,33312,मू. अ. कर-आयात,92366238
2024-01-15,33313,मू. अ. कर -वस्तु बिक्री र वितरण,7965184
2024-01-15,33314,मू. अ. कर -परामर्श तथा ठेक्का,5836012
2024-01-15,33315,मू. अ. कर -पर्यटन सेवा संकलन,1884897
2024-01-15,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",329069
2024-01-15,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,310746
2024-01-15,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,10500
2024-01-15,33332,अन्त:शुल्क –मदिरा,194000
2024-01-15,33341,सवारीसाधन कर ,2900869
2024-01-15,33362,खानी तथा खनिज सम्बन्धी रोयल्टी,100000
2024-01-16,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,42696251
2024-01-16,11112,पारिश्रमिककर,34871090
2024-01-16,11113,पूँजीगतलाभ कर,17458613
2024-01-16,11115,आकस्मिक लाभ कर,12570
2024-01-16,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,123371
2024-01-16,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,867135
2024-01-16,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,50279546
2024-01-16,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,11160787
2024-01-16,11125,पूँजीगतलाभ कर - निकाय,4835934
2024-01-16,11126,आकस्मिक लाभ कर,53290
2024-01-16,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",16239830
2024-01-16,11132,व्याजमालाग्ने कर,7774054
2024-01-16,11133,लाभांशमालाग्ने कर,3393911
2024-01-16,11139,अन्यआयमा लाग्ने कर,673215
2024-01-16,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,28001007
2024-01-16,11315,बाँडफाँडबाट प्राप्त हुने घरजग्गा रजिष्टेशन दस्तुर,31979488
2024-01-16,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,3783
2024-01-16,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,1078
2024-01-16,11422,अन्त:शुल्क आयात,80865579
2024-01-16,11423,स्वास्थ जोखिम कर स्वदेशि उत्पादन,21692100
2024-01-16,11452,बस्तुको उपयोग तथा  उपयोगको अनुमतिमा लाग्ने अन्य कर,1760000
2024-01-16,11453,सडकमर्मत तथा सुधार दस्तुर,6097554
2024-01-16,11454,सडकनिर्माण तथा सम्भार दस्तुर,1043752
2024-01-16,11455,पूर्वाधारकर,13481000
2024-01-16,11456,बाँडफाँडबाट प्राप्त हुने सवारी साधन कर,725418167
2024-01-16,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,438000
2024-01-16,11472,बाँडफाँडबाट प्राप्त हुने विज्ञापनकर,68800
2024-01-16,11511,भंसार महसुल - आयात,233173602
2024-01-16,11521,भंसार महसुल -निर्यात,794907
2024-01-16,11522,निर्यातसेवा शुल्क,70300
2024-01-16,11561,कृषिसुधार शुल्क,15248009
2024-01-16,11562,भंसारसम्बन्धी अन्य आय,966355
2024-01-16,11611,व्यवसायले भुक्तानी गर्ने,7500
2024-01-16,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,135290
2024-01-16,14192,पदयात्रा शुल्क,42353
2024-01-16,14193,वैदेशिक पर्यटन शुक,10000
2024-01-16,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,523854
2024-01-16,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,3000
2024-01-16,14213,अन्यविक्रीबाट प्राप्त रकम,722183
2024-01-16,14214,दूरसंचार सेवा शुल्क,902916
2024-01-16,14219,अन्यसेवा शुल्क तथा विक्री,295414
2024-01-16,14221,न्यायिकदस्तूर,3938733
2024-01-16,14222,हुलाकसेवा शुल्क,1012442
2024-01-16,14223,शिक्षाक्षेत्रको आम्दानी,259750
2024-01-16,14224,परीक्षाशुल्क,5064570
2024-01-16,14225,यातायातक्षेत्रको आम्दानी,4555086
2024-01-16,14226,आयातनिर्यात इजाजत पत्र दस्तूर,459375
2024-01-16,14227,राहदानीशुल्क,29023601
2024-01-16,14228,भिसाशुल्क,11102991
2024-01-16,14229,अन्यप्रशासनिक सेवा शुल्क,6024743
2024-01-16,14251,कम्पनी रजिष्ट्रेशन दस्तुर,1598575
2024-01-16,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,1500
2024-01-16,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,1186750
2024-01-16,14254,रेडियो/ एफ.एम.सञ्चालन दस्तुर,50829
2024-01-16,14255,टेलिभिजन सञ्चालन दस्तुर,30025
2024-01-16,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",14351330
2024-01-16,14257,हातहतियारको इजाजतपत्र दस्तूर,194100
2024-01-16,14264,वन क्षेत्रको  अन्य आय,187919
2024-01-16,14265,अन्य क्षेत्रको आय,11912
2024-01-16,14311,"न्यायिकदण्ड,जरिवाना र जफत",200866
2024-01-16,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",6067076
2024-01-16,14411,चालुहस्तान्तरण,725
2024-01-16,14529,अन्यराजस्व,1969808
2024-01-16,15111,बेरूजू,4438530
2024-01-16,15112,निकासा फिर्ता,131733
2024-01-16,33311,मू. अ. कर–उत्पादन,3212777
2024-01-16,33312,मू. अ. कर-आयात,276515866
2024-01-16,33313,मू. अ. कर -वस्तु बिक्री र वितरण,25920529
2024-01-16,33314,मू. अ. कर -परामर्श तथा ठेक्का,49106228
2024-01-16,33315,मू. अ. कर -पर्यटन सेवा संकलन,2604482
2024-01-16,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",928801
2024-01-16,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,9309401
2024-01-16,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,20463250
2024-01-16,33332,अन्त:शुल्क –मदिरा,16658569
2024-01-16,33333,अन्त:शुल्क –बियर,14470971
2024-01-16,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,661000
2024-01-16,33341,सवारीसाधन कर ,58804564
2024-01-16,33361,वन क्षेत्रको रोयल्टी,1007446
2024-01-16,33362,खानी तथा खनिज सम्बन्धी रोयल्टी,100000
2024-01-16,33391,अन्य बाँडफाँड हुने राजस्व संकलन,1554
2024-01-17,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,47431942
2024-01-17,11112,पारिश्रमिककर,28255543
2024-01-17,11113,पूँजीगतलाभ कर,54728100
2024-01-17,11115,आकस्मिक लाभ कर,-1291930
2024-01-17,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,998313
2024-01-17,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,94824
2024-01-17,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,30342975
2024-01-17,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,16142135
2024-01-17,11125,पूँजीगतलाभ कर - निकाय,1986332
2024-01-17,11126,आकस्मिक लाभ कर,1362868
2024-01-17,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",5373352
2024-01-17,11132,व्याजमालाग्ने कर,10564601
2024-01-17,11133,लाभांशमालाग्ने कर,124084606
2024-01-17,11139,अन्यआयमा लाग्ने कर,1237150
2024-01-17,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,33668130
2024-01-17,11419,बाँडफाँड हुने बाहेक अन्य स्रोत बाट प्राप्त मूल्य अभिबृद्धि कर,320631
2024-01-17,11422,अन्त:शुल्क आयात,77452543
2024-01-17,11423,स्वास्थ जोखिम कर स्वदेशि उत्पादन,4474860
2024-01-17,11443,शिक्षा सेवा कर- शैक्षिक संस्था,30113
2024-01-17,11452,बस्तुको उपयोग तथा  उपयोगको अनुमतिमा लाग्ने अन्य कर,1444443
2024-01-17,11453,सडकमर्मत तथा सुधार दस्तुर,17244138
2024-01-17,11454,सडकनिर्माण तथा सम्भार दस्तुर,4851508
2024-01-17,11455,पूर्वाधारकर,29160000
2024-01-17,11461,वस्तु तथा सेवामा लाग्ने अन्य कर,113400
2024-01-17,11472,बाँडफाँडबाट प्राप्त हुने विज्ञापनकर,277122
2024-01-17,11511,भंसार महसुल - आयात,362410853
2024-01-17,11521,भंसार महसुल -निर्यात,452600
2024-01-17,11522,निर्यातसेवा शुल्क,11400
2024-01-17,11561,कृषिसुधार शुल्क,15512993
2024-01-17,11562,भंसारसम्बन्धी अन्य आय,836065
2024-01-17,11611,व्यवसायले भुक्तानी गर्ने,1100
2024-01-17,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,169378
2024-01-17,14157,बाँडफाँड भई प्राप्त दहत्तर बहत्तरको विक्रिबाट प्राप्त हुने आय ,1000
2024-01-17,14159,अन्यस्रोतबाट प्राप्त बाँडफाँड नहुने रोयल्टी,3362
2024-01-17,14191,पर्यटन शुल्क,5752
2024-01-17,14194,वैदेशिक रोजगार सेवा शुल्क,4292
2024-01-17,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,447584
2024-01-17,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,509845
2024-01-17,14213,अन्यविक्रीबाट प्राप्त रकम,693731
2024-01-17,14219,अन्यसेवा शुल्क तथा विक्री,634015
2024-01-17,14221,न्यायिकदस्तूर,5458532
2024-01-17,14222,हुलाकसेवा शुल्क,716147
2024-01-17,14223,शिक्षाक्षेत्रको आम्दानी,243897
2024-01-17,14224,परीक्षाशुल्क,6351510
2024-01-17,14225,यातायातक्षेत्रको आम्दानी,4551440
2024-01-17,14226,आयातनिर्यात इजाजत पत्र दस्तूर,675550
2024-01-17,14227,राहदानीशुल्क,32973358
2024-01-17,14228,भिसाशुल्क,8255403
2024-01-17,14229,अन्यप्रशासनिक सेवा शुल्क,6086714
2024-01-17,14251,कम्पनी रजिष्ट्रेशन दस्तुर,3066000
2024-01-17,14252,एजेन्सी रजिष्ट्रेशन दस्तुर,28580
2024-01-17,14253,व्यावसाय रजिष्ट्रेशन दस्तुर,1434695
2024-01-17,14255,टेलिभिजन सञ्चालन दस्तुर,1000000
2024-01-17,14256,"चालक अनुमति पत्र, सवारी दर्ता किताब (Blue book) सम्बन्धी दस्तुर",18087068
2024-01-17,14257,हातहतियारको इजाजतपत्र दस्तूर,30000
2024-01-17,14264,वन क्षेत्रको  अन्य आय,373415
2024-01-17,14311,"न्यायिकदण्ड,जरिवाना र जफत",993750
2024-01-17,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",12655899
2024-01-17,14313,धरौटी सदरस्याहा,293754
2024-01-17,14529,अन्यराजस्व,1341351
2024-01-17,15111,बेरूजू,5002376
2024-01-17,15112,निकासा फिर्ता,166388
2024-01-17,15113,अनुदान फिर्ता,49596
2024-01-17,33311,मू. अ. कर–उत्पादन,6592530
2024-01-17,33312,मू. अ. कर-आयात,452722464
2024-01-17,33313,मू. अ. कर -वस्तु बिक्री र वितरण,27606016
2024-01-17,33314,मू. अ. कर -परामर्श तथा ठेक्का,39314690
2024-01-17,33315,मू. अ. कर -पर्यटन सेवा संकलन,4719922
2024-01-17,33316,"मू. अ. कर -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",2471329
2024-01-17,33317,मू. अ. कर -बेदर्तावालाबाट गर्ने संकलन,25864482
2024-01-17,33331,अन्त:शुल्क -सुर्तिजन्य पदार्थ,50574296
2024-01-17,33332,अन्त:शुल्क –मदिरा,48394153
2024-01-17,33333,अन्त:शुल्क –बियर,11972310
2024-01-17,33334,अन्त:शुल्क -अन्य औद्योगिक उत्पादन,6916318
2024-01-17,33341,सवारीसाधन कर ,81927118
2024-01-17,33361,वन क्षेत्रको रोयल्टी,13461124
2024-01-17,33362,खानी तथा खनिज सम्बन्धी रोयल्टी,284745
2024-01-18,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,48987992
2024-01-18,11112,पारिश्रमिककर,37741599
2024-01-18,11113,पूँजीगतलाभ कर,56114066
2024-01-18,11114,कृषिआयमा लाग्ने कर,400
2024-01-18,11115,आकस्मिक लाभ कर,85433
