COLLECTION_DATE,REVENUE_HEAD_ID,REVENUE_DESC,COLLECTION_AMOUNT
2018-07-17,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,10804222
2018-07-17,11112,पारिश्रमिककर,6132635
2018-07-17,11113,पूँजीगतलाभ कर,1929301
2018-07-17,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,2138
2018-07-17,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,3790925
2018-07-17,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,9016960
2018-07-17,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,559374
2018-07-17,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",684654
2018-07-17,11132,व्याजमालाग्ने कर,2681179
2018-07-17,11135,आकस्मिकलाभ कर,35647
2018-07-17,11139,अन्यआयमा लाग्ने कर,235
2018-07-17,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,918033
2018-07-17,11321,घरवहालकर,74688
2018-07-17,11412,विलासिता शुल्क,7634834
2018-07-17,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,194400
2018-07-17,11422,अन्त:शुल्क आयात,433653
2018-07-17,11442,स्वास्थ्यसेवा कर,50730
2018-07-17,11443,शिक्षा सेवा कर- शैक्षिक संस्था,141823
2018-07-17,11511,भंसार महसुल - आयात,7650537
2018-07-17,11561,कृषिसुधार शुल्क,1411995
2018-07-17,11611,व्यवसायले भुक्तानी गर्ने,1461855
2018-07-17,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",148400
2018-07-17,11621,व्यवसाय वाहेक अन्यले भुक्तानी गर्ने,788645
2018-07-17,11622,हातहतियारकोइजाजतपत्र दस्तूर,8000
2018-07-17,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,58408
2018-07-17,14175,पदयात्रारोयल्टी,736397
2018-07-17,14213,अन्यविक्रीबाट प्राप्त रकम,7980
2018-07-17,14221,न्यायिकदस्तूर,56674
2018-07-17,14222,हुलाकसेवा शुल्क,4500
2018-07-17,14224,परीक्षाशुल्क,37300
2018-07-17,14225,यातायातक्षेत्रको आम्दानी,652560
2018-07-17,14226,आयातनिर्यात इजाजत पत्र दस्तूर,280100
2018-07-17,14227,राहदानीशुल्क,5427500
2018-07-17,14228,भिसाशुल्क,807520
2018-07-17,14229,अन्यप्रशासनिक सेवा शुल्क,374800
2018-07-17,14311,"न्यायिकदण्ड,जरिवाना र जफत",11920
2018-07-17,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",48400
2018-07-17,14529,अन्यराजस्व,378000
2018-07-17,15111,बेरूजू,117051
2018-07-17,33111,मू. अ. क. -उत्पादन संकलन,5187904
2018-07-17,33113,मू. अ. क. -बस्तु बिक्री र वितरण संकलन,5646012
2018-07-17,33114,मू. अ. क. -परामर्श तथा ठेक्का संकलन,2044876
2018-07-17,33115,मू. अ. क. -पर्यटन सेवा संकलन,211497
2018-07-17,33116,"मू. अ. क. -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",15800
2018-07-17,33117,मू. अ. क. -बेदर्तावालाबाट गर्ने संकलन,80010
2018-07-17,33131,सुर्तिजन्य पदार्थ - संकलन,1615700
2018-07-17,33132,मदिरा  - संकलन,2003800
2018-07-17,33133,बियर - संकलन,981200
2018-07-17,33134,अन्य औद्योगिक उत्पादन - संकलन,820424
2018-07-17,33151,वनरोयल्टी संकलन,5500
2018-07-17,33158,सवारीसाधन कर संकलन,8133730
2018-07-18,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,18944734
2018-07-18,11112,पारिश्रमिककर,9382101
2018-07-18,11113,पूँजीगतलाभ कर,10218989
2018-07-18,11114,कृषिआयमा लाग्ने कर,119229
2018-07-18,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,3921
2018-07-18,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,3330178
2018-07-18,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,3570378
2018-07-18,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",5422558
2018-07-18,11132,व्याजमालाग्ने कर,7717784
2018-07-18,11133,लाभांशमालाग्ने कर,83912
2018-07-18,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,4735
2018-07-18,11135,आकस्मिकलाभ कर,63475
2018-07-18,11139,अन्यआयमा लाग्ने कर,264538
2018-07-18,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,3245235
2018-07-18,11321,घरवहालकर,147435
2018-07-18,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,7218
2018-07-18,11412,विलासिता शुल्क,418044
2018-07-18,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,6000
2018-07-18,11422,अन्त:शुल्क आयात,10318835
2018-07-18,11442,स्वास्थ्यसेवा कर,696457
2018-07-18,11443,शिक्षा सेवा कर- शैक्षिक संस्था,168159
2018-07-18,11453,सडकमर्मत तथा सुधार दस्तुर,2130000
2018-07-18,11454,सडकनिर्माण तथा सम्भार दस्तुर,982844
2018-07-18,11455,पूर्वाधारकर,4245000
2018-07-18,11511,भंसार महसुल - आयात,38279707
2018-07-18,11514,आयातमा लाग्ने अन्य शुल्क/महशुल,18000
2018-07-18,11521,भंसार महसुल -निर्यात,3820
2018-07-18,11522,निर्यातसेवा शुल्क,3100
2018-07-18,11561,कृषिसुधार शुल्क,2918813
2018-07-18,11562,भंसारसम्बन्धी अन्य आय,2484115
2018-07-18,11611,व्यवसायले भुक्तानी गर्ने,8588380
2018-07-18,11612,एजेन्सीरजिष्ट्रेशन दस्तुर,133570
2018-07-18,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",385475
2018-07-18,11614,रेडियो/ एफ.एम.सञ्चालन दस्तुर,182423
2018-07-18,11621,व्यवसाय वाहेक अन्यले भुक्तानी गर्ने,6004631
2018-07-18,11622,हातहतियारकोइजाजतपत्र दस्तूर,23700
2018-07-18,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,756195
2018-07-18,14152,क्यासिनोबाटप्राप्त रोयल्टी,80000000
2018-07-18,14175,पदयात्रारोयल्टी,961224
2018-07-18,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,56350
2018-07-18,14213,अन्यविक्रीबाट प्राप्त रकम,49895
2018-07-18,14221,न्यायिकदस्तूर,282413
2018-07-18,14222,हुलाकसेवा शुल्क,111200
2018-07-18,14223,शिक्षाक्षेत्रको आम्दानी,149250
2018-07-18,14224,परीक्षाशुल्क,673500
2018-07-18,14225,यातायातक्षेत्रको आम्दानी,1038290
2018-07-18,14226,आयातनिर्यात इजाजत पत्र दस्तूर,219200
2018-07-18,14227,राहदानीशुल्क,7522000
2018-07-18,14228,भिसाशुल्क,3591390
2018-07-18,14229,अन्यप्रशासनिक सेवा शुल्क,1305018
2018-07-18,14311,"न्यायिकदण्ड,जरिवाना र जफत",34775
2018-07-18,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",96950
2018-07-18,14521,प्रदुषणनियन्त्रण शुल्क,122620
2018-07-18,14529,अन्यराजस्व,200750
2018-07-18,15111,बेरूजू,3086500
2018-07-18,33111,मू. अ. क. -उत्पादन संकलन,2363492
2018-07-18,33112,मू. अ. क. -आयात संकलन,49547616
2018-07-18,33113,मू. अ. क. -बस्तु बिक्री र वितरण संकलन,5131893
2018-07-18,33114,मू. अ. क. -परामर्श तथा ठेक्का संकलन,4964962
2018-07-18,33115,मू. अ. क. -पर्यटन सेवा संकलन,354925
2018-07-18,33116,"मू. अ. क. -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",53115
2018-07-18,33117,मू. अ. क. -बेदर्तावालाबाट गर्ने संकलन,582511
2018-07-18,33131,सुर्तिजन्य पदार्थ - संकलन,3385540
2018-07-18,33132,मदिरा  - संकलन,6733427
2018-07-18,33133,बियर - संकलन,26720396
2018-07-18,33134,अन्य औद्योगिक उत्पादन - संकलन,322436
2018-07-18,33151,वनरोयल्टी संकलन,214250
2018-07-18,33158,सवारीसाधन कर संकलन,25289423
2018-07-19,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,28279403
2018-07-19,11112,पारिश्रमिककर,14190954
2018-07-19,11113,पूँजीगतलाभ कर,13356317
2018-07-19,11114,कृषिआयमा लाग्ने कर,90532
2018-07-19,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,743912
2018-07-19,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,1800
2018-07-19,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,8972757
2018-07-19,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,2877236
2018-07-19,11125,पूँजीगतलाभ कर - निकाय,1880
2018-07-19,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",7543415
2018-07-19,11132,व्याजमालाग्ने कर,17086856
2018-07-19,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,6167
2018-07-19,11135,आकस्मिकलाभ कर,8750
2018-07-19,11139,अन्यआयमा लाग्ने कर,154784
2018-07-19,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,4561651
2018-07-19,11311,व्यक्तिगतसम्पतीमा लाग्ने बार्षिक कर,219
2018-07-19,11314,भुमिकर/मालपोत,10144
2018-07-19,11321,घरवहालकर,308555
2018-07-19,11322,वहालविटौरी कर,331795
2018-07-19,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,206710
2018-07-19,11412,विलासिता शुल्क,293513938
2018-07-19,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,6500
2018-07-19,11422,अन्त:शुल्क आयात,22693400
2018-07-19,11442,स्वास्थ्यसेवा कर,110585
2018-07-19,11443,शिक्षा सेवा कर- शैक्षिक संस्था,124296
2018-07-19,11444,शिक्षा सेवा कर- वैदेशिक अध्ययन,55305
2018-07-19,11451,सवारी साधन कर ( साना सवारी  ),5000
2018-07-19,11453,सडकमर्मत तथा सुधार दस्तुर,24364000
2018-07-19,11454,सडकनिर्माण तथा सम्भार दस्तुर,1125000
2018-07-19,11455,पूर्वाधारकर,46460000
2018-07-19,11511,भंसार महसुल - आयात,370032005
2018-07-19,11521,भंसार महसुल -निर्यात,165067
2018-07-19,11522,निर्यातसेवा शुल्क,10800
2018-07-19,11561,कृषिसुधार शुल्क,6693525
2018-07-19,11562,भंसारसम्बन्धी अन्य आय,2904101
2018-07-19,11611,व्यवसायले भुक्तानी गर्ने,6237669
2018-07-19,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",751740
2018-07-19,11621,व्यवसाय वाहेक अन्यले भुक्तानी गर्ने,5186509
2018-07-19,11622,हातहतियारकोइजाजतपत्र दस्तूर,57050
2018-07-19,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,5119573
2018-07-19,14171,वनरोयल्टी,1665000
2018-07-19,14175,पदयात्रारोयल्टी,607725
2018-07-19,14177,घरजग्गा रजिष्ट्रेशन दस्तुर,46775991
2018-07-19,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,84470
2018-07-19,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,7211051
2018-07-19,14213,अन्यविक्रीबाट प्राप्त रकम,54230
2018-07-19,14221,न्यायिकदस्तूर,1666983
2018-07-19,14222,हुलाकसेवा शुल्क,516542
2018-07-19,14223,शिक्षाक्षेत्रको आम्दानी,661500
2018-07-19,14224,परीक्षाशुल्क,697750
2018-07-19,14225,यातायातक्षेत्रको आम्दानी,1370600
2018-07-19,14226,आयातनिर्यात इजाजत पत्र दस्तूर,296500
2018-07-19,14227,राहदानीशुल्क,11394000
2018-07-19,14228,भिसाशुल्क,6225771
2018-07-19,14229,अन्यप्रशासनिक सेवा शुल्क,2404892
2018-07-19,14249,अन्यदस्तुर,1800
2018-07-19,14311,"न्यायिकदण्ड,जरिवाना र जफत",4750
2018-07-19,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",241750
2018-07-19,14521,प्रदुषणनियन्त्रण शुल्क,37163
2018-07-19,14529,अन्यराजस्व,286430
2018-07-19,15111,बेरूजू,942956
2018-07-19,33111,मू. अ. क. -उत्पादन संकलन,1404717
2018-07-19,33112,मू. अ. क. -आयात संकलन,144500121
2018-07-19,33113,मू. अ. क. -बस्तु बिक्री र वितरण संकलन,19335198
2018-07-19,33114,मू. अ. क. -परामर्श तथा ठेक्का संकलन,13940139
2018-07-19,33115,मू. अ. क. -पर्यटन सेवा संकलन,739735
2018-07-19,33116,"मू. अ. क. -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",207972
2018-07-19,33117,मू. अ. क. -बेदर्तावालाबाट गर्ने संकलन,989928
2018-07-19,33131,सुर्तिजन्य पदार्थ - संकलन,14548347
2018-07-19,33132,मदिरा  - संकलन,29249076
2018-07-19,33133,बियर - संकलन,30190586
2018-07-19,33134,अन्य औद्योगिक उत्पादन - संकलन,1177934
2018-07-19,33151,वनरोयल्टी संकलन,674957
2018-07-19,33157,घरजग्गारजिष्ट्रेशन दस्तुर संकलन,4154087
2018-07-19,33158,सवारीसाधन कर संकलन,30349027
2018-07-20,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,51477357
2018-07-20,11112,पारिश्रमिककर,9341119
2018-07-20,11113,पूँजीगतलाभ कर,10495819
2018-07-20,11114,कृषिआयमा लाग्ने कर,248609
2018-07-20,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,233290
2018-07-20,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,6285026
2018-07-20,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,10523702
2018-07-20,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,8339711
2018-07-20,11125,पूँजीगतलाभ कर - निकाय,19082803
2018-07-20,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",6380728
2018-07-20,11132,व्याजमालाग्ने कर,11307566
2018-07-20,11133,लाभांशमालाग्ने कर,137767
2018-07-20,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,2260
2018-07-20,11135,आकस्मिकलाभ कर,89356
2018-07-20,11139,अन्यआयमा लाग्ने कर,180121
2018-07-20,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,4789998
2018-07-20,11321,घरवहालकर,314668
2018-07-20,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,4500
2018-07-20,11412,विलासिता शुल्क,424708
2018-07-20,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,1800
2018-07-20,11422,अन्त:शुल्क आयात,2535770
2018-07-20,11442,स्वास्थ्यसेवा कर,367784
2018-07-20,11443,शिक्षा सेवा कर- शैक्षिक संस्था,528927
2018-07-20,11451,सवारी साधन कर ( साना सवारी  ),1328735
2018-07-20,11453,सडकमर्मत तथा सुधार दस्तुर,686800
2018-07-20,11454,सडकनिर्माण तथा सम्भार दस्तुर,585130
2018-07-20,11455,पूर्वाधारकर,1800000
2018-07-20,11511,भंसार महसुल - आयात,11410274
2018-07-20,11521,भंसार महसुल -निर्यात,9090
2018-07-20,11522,निर्यातसेवा शुल्क,5900
2018-07-20,11561,कृषिसुधार शुल्क,9871924
2018-07-20,11562,भंसारसम्बन्धी अन्य आय,1688900
2018-07-20,11611,व्यवसायले भुक्तानी गर्ने,6240070
2018-07-20,11612,एजेन्सीरजिष्ट्रेशन दस्तुर,100
2018-07-20,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",509400
2018-07-20,11621,व्यवसाय वाहेक अन्यले भुक्तानी गर्ने,5099245
2018-07-20,11622,हातहतियारकोइजाजतपत्र दस्तूर,12400
2018-07-20,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,524305
2018-07-20,14171,वनरोयल्टी,207000
2018-07-20,14175,पदयात्रारोयल्टी,953057
2018-07-20,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,13290
2018-07-20,14212,सरकारीसम्पतीको विक्रीबाट प्राप्त रकम,2705
2018-07-20,14213,अन्यविक्रीबाट प्राप्त रकम,43895
2018-07-20,14221,न्यायिकदस्तूर,1118773
2018-07-20,14222,हुलाकसेवा शुल्क,24149
2018-07-20,14223,शिक्षाक्षेत्रको आम्दानी,227450
2018-07-20,14224,परीक्षाशुल्क,837500
2018-07-20,14225,यातायातक्षेत्रको आम्दानी,1399655
2018-07-20,14226,आयातनिर्यात इजाजत पत्र दस्तूर,289900
2018-07-20,14227,राहदानीशुल्क,8882100
2018-07-20,14228,भिसाशुल्क,3151980
2018-07-20,14229,अन्यप्रशासनिक सेवा शुल्क,2750298
2018-07-20,14311,"न्यायिकदण्ड,जरिवाना र जफत",1344550
2018-07-20,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",5511550
2018-07-20,14529,अन्यराजस्व,735600
2018-07-20,15111,बेरूजू,11547939
2018-07-20,33111,मू. अ. क. -उत्पादन संकलन,5876327
2018-07-20,33112,मू. अ. क. -आयात संकलन,19713578
2018-07-20,33113,मू. अ. क. -बस्तु बिक्री र वितरण संकलन,9443025
2018-07-20,33114,मू. अ. क. -परामर्श तथा ठेक्का संकलन,8332966
2018-07-20,33115,मू. अ. क. -पर्यटन सेवा संकलन,3056380
2018-07-20,33116,"मू. अ. क. -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",810907
2018-07-20,33117,मू. अ. क. -बेदर्तावालाबाट गर्ने संकलन,1833298
2018-07-20,33131,सुर्तिजन्य पदार्थ - संकलन,5290127
2018-07-20,33132,मदिरा  - संकलन,30550945
2018-07-20,33133,बियर - संकलन,20956500
2018-07-20,33134,अन्य औद्योगिक उत्पादन - संकलन,1746250
2018-07-20,33151,वनरोयल्टी संकलन,694335
2018-07-20,33152,खानी तथा खनिज रोयल्टी संकलन,35000
2018-07-20,33157,घरजग्गारजिष्ट्रेशन दस्तुर संकलन,462357328
2018-07-20,33158,सवारीसाधन कर संकलन,30251627
2018-07-20,33159,अन्यबाँडफाँड हुने राजश्व संकलन,13357
2018-07-21,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,2160691
2018-07-21,11112,पारिश्रमिककर,162956
2018-07-21,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,45375
2018-07-21,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,123992
2018-07-21,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",407188
2018-07-21,11132,व्याजमालाग्ने कर,561114
2018-07-21,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,52690
2018-07-21,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,4000
2018-07-21,11422,अन्त:शुल्क आयात,20592
2018-07-21,11511,भंसार महसुल - आयात,3329925
2018-07-21,11561,कृषिसुधार शुल्क,1593616
2018-07-21,11562,भंसारसम्बन्धी अन्य आय,389700
2018-07-21,14224,परीक्षाशुल्क,35200
2018-07-21,14228,भिसाशुल्क,7909
2018-07-21,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",176159
2018-07-21,14529,अन्यराजस्व,20000
2018-07-21,15111,बेरूजू,22240
2018-07-21,33112,मू. अ. क. -आयात संकलन,3328009
2018-07-21,33131,सुर्तिजन्य पदार्थ - संकलन,4000
2018-07-21,33132,मदिरा  - संकलन,9000
2018-07-22,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,100130359
2018-07-22,11112,पारिश्रमिककर,129031110
2018-07-22,11113,पूँजीगतलाभ कर,17279662
2018-07-22,11114,कृषिआयमा लाग्ने कर,171466
2018-07-22,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,137979662
2018-07-22,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,225921
2018-07-22,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,26828492
2018-07-22,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,10075060
2018-07-22,11125,पूँजीगतलाभ कर - निकाय,1311865
2018-07-22,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",16130035
2018-07-22,11132,व्याजमालाग्ने कर,19159873
2018-07-22,11133,लाभांशमालाग्ने कर,792725
2018-07-22,11135,आकस्मिकलाभ कर,251171
2018-07-22,11139,अन्यआयमा लाग्ने कर,1350901
2018-07-22,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,16342443
2018-07-22,11311,व्यक्तिगतसम्पतीमा लाग्ने बार्षिक कर,798
2018-07-22,11313,एकीकृतसम्पति कर,7200
2018-07-22,11321,घरवहालकर,359174
2018-07-22,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,1306865
2018-07-22,11412,विलासिता शुल्क,6818555
2018-07-22,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,14500
2018-07-22,11422,अन्त:शुल्क आयात,194547902
2018-07-22,11442,स्वास्थ्यसेवा कर,581139
2018-07-22,11443,शिक्षा सेवा कर- शैक्षिक संस्था,508023
2018-07-22,11444,शिक्षा सेवा कर- वैदेशिक अध्ययन,12700
2018-07-22,11451,सवारी साधन कर ( साना सवारी  ),220335
2018-07-22,11453,सडकमर्मत तथा सुधार दस्तुर,25916000
2018-07-22,11454,सडकनिर्माण तथा सम्भार दस्तुर,1569194
2018-07-22,11455,पूर्वाधारकर,59725000
2018-07-22,11511,भंसार महसुल - आयात,911447793
2018-07-22,11521,भंसार महसुल -निर्यात,403858
2018-07-22,11522,निर्यातसेवा शुल्क,14500
2018-07-22,11561,कृषिसुधार शुल्क,12106887
2018-07-22,11562,भंसारसम्बन्धी अन्य आय,2985800
2018-07-22,11611,व्यवसायले भुक्तानी गर्ने,6543279
2018-07-22,11612,एजेन्सीरजिष्ट्रेशन दस्तुर,10000
2018-07-22,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",391225
2018-07-22,11621,व्यवसाय वाहेक अन्यले भुक्तानी गर्ने,8702688
2018-07-22,11622,हातहतियारकोइजाजतपत्र दस्तूर,121750
2018-07-22,14151,सरकारीसम्पत्तीको वहालबाट प्राप्त आय,1992026
2018-07-22,14171,वनरोयल्टी,1326331
2018-07-22,14175,पदयात्रारोयल्टी,2862547
2018-07-22,14211,कृषिउत्पादनको विक्रीबाट प्राप्त रकम,532545
2018-07-22,14213,अन्यविक्रीबाट प्राप्त रकम,308731
2018-07-22,14219,अन्यसेवा शुल्क तथा विक्री,7000
2018-07-22,14221,न्यायिकदस्तूर,2037086
2018-07-22,14222,हुलाकसेवा शुल्क,1772860
2018-07-22,14223,शिक्षाक्षेत्रको आम्दानी,822455
2018-07-22,14224,परीक्षाशुल्क,1411510
2018-07-22,14225,यातायातक्षेत्रको आम्दानी,2188455
2018-07-22,14226,आयातनिर्यात इजाजत पत्र दस्तूर,332200
2018-07-22,14227,राहदानीशुल्क,16531025
2018-07-22,14228,भिसाशुल्क,7538137
2018-07-22,14229,अन्यप्रशासनिक सेवा शुल्क,2076383
2018-07-22,14311,"न्यायिकदण्ड,जरिवाना र जफत",219027
2018-07-22,14312,"प्रशासनिकदण्ड,जरिवाना र जफत",22540650
2018-07-22,14521,प्रदुषणनियन्त्रण शुल्क,500
2018-07-22,14529,अन्यराजस्व,605490
2018-07-22,14531,"सरकारीघर, जग्गा, गुडवील बिक्रीबाट प्राप्त रकम",103500
2018-07-22,15111,बेरूजू,22187125
2018-07-22,33111,मू. अ. क. -उत्पादन संकलन,6725521
2018-07-22,33112,मू. अ. क. -आयात संकलन,133485935
2018-07-22,33113,मू. अ. क. -बस्तु बिक्री र वितरण संकलन,13739903
2018-07-22,33114,मू. अ. क. -परामर्श तथा ठेक्का संकलन,37449502
2018-07-22,33115,मू. अ. क. -पर्यटन सेवा संकलन,319820
2018-07-22,33116,"मू. अ. क. -संचार सेवा, विमा, हवाई उडान र अन्य सेवा संकलन",450397
2018-07-22,33117,मू. अ. क. -बेदर्तावालाबाट गर्ने संकलन,12351026
2018-07-22,33131,सुर्तिजन्य पदार्थ - संकलन,7609589
2018-07-22,33132,मदिरा  - संकलन,33693906
2018-07-22,33133,बियर - संकलन,61642716
2018-07-22,33134,अन्य औद्योगिक उत्पादन - संकलन,1526849
2018-07-22,33151,वनरोयल्टी संकलन,648929
2018-07-22,33152,खानी तथा खनिज रोयल्टी संकलन,10969213
2018-07-22,33157,घरजग्गारजिष्ट्रेशन दस्तुर संकलन,4616373
2018-07-22,33158,सवारीसाधन कर संकलन,38443174
2018-07-23,11111,एकलौटीफर्म तथा व्यक्तिगत आयमा लाग्ने कर,96713990
2018-07-23,11112,पारिश्रमिककर,57888806
2018-07-23,11113,पूँजीगतलाभ कर,21197917
2018-07-23,11114,कृषिआयमा लाग्ने कर,361666
2018-07-23,11121,निकायको मुनाफामा लाग्ने कर-सरकारी संस्थान,643121
2018-07-23,11122,निकायको मुनाफामा लाग्ने कर - पब्लिक लिमिटेड कम्पनी,9878585
2018-07-23,11123,निकायको मुनाफामा लाग्ने कर – प्राइभेट लिमिटेड कम्पनी,73400696
2018-07-23,11124,निकायको मुनाफामा लाग्ने कर – अन्य संस्था,22703413
2018-07-23,11125,पूँजीगतलाभ कर - निकाय,2947542
2018-07-23,11131,"सम्पत्ती, बहाल तथा पट्टा वापतको आयमा लाग्ने कर",21039122
2018-07-23,11132,व्याजमालाग्ने कर,38684779
2018-07-23,11133,लाभांशमालाग्ने कर,1264516
2018-07-23,11134,लगानीसम्बन्धी अन्य आयमा लाग्ने कर,5000
2018-07-23,11135,आकस्मिकलाभ कर,98925
2018-07-23,11139,अन्यआयमा लाग्ने कर,2658520
2018-07-23,11211,पारिश्रमिकमाआधारित सामाजिक सुरक्षा कर,10651206
2018-07-23,11321,घरवहालकर,130320
2018-07-23,11411,बाँडफाड भई प्राप्त हुने मूल्य अभिवृद्वि कर,1714917
2018-07-23,11412,विलासिता शुल्क,2162993
2018-07-23,11421,बाँडफाँडभर्इ प्राप्त हुने अन्त शुल्क,30000
2018-07-23,11422,अन्त:शुल्क आयात,52110444
2018-07-23,11442,स्वास्थ्यसेवा कर,1091054
2018-07-23,11443,शिक्षा सेवा कर- शैक्षिक संस्था,396478
2018-07-23,11451,सवारी साधन कर ( साना सवारी  ),468990
2018-07-23,11453,सडकमर्मत तथा सुधार दस्तुर,7200000
2018-07-23,11454,सडकनिर्माण तथा सम्भार दस्तुर,12647807
2018-07-23,11455,पूर्वाधारकर,19200000
2018-07-23,11511,भंसार महसुल - आयात,225136045
2018-07-23,11514,आयातमा लाग्ने अन्य शुल्क/महशुल,78000
2018-07-23,11521,भंसार महसुल -निर्यात,360045
2018-07-23,11522,निर्यातसेवा शुल्क,7300
2018-07-23,11561,कृषिसुधार शुल्क,14253760
2018-07-23,11562,भंसारसम्बन्धी अन्य आय,2275200
2018-07-23,11611,व्यवसायले भुक्तानी गर्ने,5562731
2018-07-23,11612,एजेन्सीरजिष्ट्रेशन दस्तुर,124600
2018-07-23,11613,"व्यावसाय,रजिष्ट्रेशन दस्तुर तथा व्यवसाय कर",1833700
2018-07-23,11621,व्यवसाय वाहेक अन्यले भुक्तानी गर्ने,8045080
2018-07-23,11622,हातहतियारकोइजाजतपत्र दस्तूर,55775
